season,player_code,player_name,minutes,goals,assists,appearances,starts,xg,xa
2016-17,230894,Javi Ontiveros,0,2.0,3.0,18.0,7.0,0.0,0.0
2016-17,85391,Javi Varas,0,0.0,0.0,25.0,25.0,0.0,0.0
2016-17,207718,Javier Eraso,0,0.0,1.0,7.0,4.0,0.0,0.0
2016-17,66183,Javier Flaño,0,0.0,0.0,4.0,2.0,0.0,0.0
2016-17,40380,Javier Mascherano,0,1.0,3.0,25.0,20.0,0.0,0.0
2016-17,256032,Jean Carlos,0,0.0,0.0,1.0,0.0,0.0,0.0
2016-17,121989,Jean-Sylvain Babin,0,1.0,1.0,22.0,20.0,0.0,0.0
2016-17,253738,Jeremies Valerón,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,162453,Jesé,0,3.0,1.0,16.0,13.0,0.0,0.0
2016-17,12418,Joaquín,0,3.0,4.0,28.0,19.0,0.0,0.0
2016-17,195638,Joaquín Correa,0,4.0,0.0,26.0,15.0,0.0,0.0
2016-17,146893,John Guidetti,0,4.0,1.0,23.0,14.0,0.0,0.0
2016-17,255721,John Mondragón,0,2.0,0.0,5.0,4.0,0.0,0.0
2016-17,234335,Jon Bautista,0,3.0,0.0,12.0,2.0,0.0,0.0
2016-17,192528,Jon Gaztañaga,0,0.0,0.0,2.0,0.0,0.0,0.0
2016-17,254320,Jon Guridi,0,0.0,0.0,1.0,1.0,0.0,0.0
2016-17,207941,Jon Serantes,0,0.0,0.0,13.0,13.0,0.0,0.0
2016-17,148986,Jonas Martin,0,2.0,0.0,20.0,15.0,0.0,0.0
2016-17,150802,Jonathan Viera,0,7.0,7.0,31.0,30.0,0.0,0.0
2016-17,137439,Jonathan dos Santos,0,2.0,3.0,34.0,22.0,0.0,0.0
2016-17,176312,Jonny,0,0.0,3.0,30.0,23.0,0.0,0.0
2016-17,204672,Jony,0,2.0,1.0,24.0,15.0,0.0,0.0
2016-17,121021,Jordi Alba,0,1.0,6.0,26.0,21.0,0.0,0.0
2016-17,150792,Jordi Masip,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,211912,Jorge Meré,0,0.0,0.0,31.0,31.0,0.0,0.0
2016-17,248383,Jose Mena,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,193463,Joseba Zaldúa,0,0.0,1.0,14.0,12.0,0.0,0.0
2016-17,134939,Joselu,0,5.0,1.0,20.0,9.0,0.0,0.0
2016-17,214345,Josep Señé,0,0.0,2.0,13.0,8.0,0.0,0.0
2016-17,251845,Josué Dorrio,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,12236,José Antonio Reyes,0,3.0,4.0,21.0,10.0,0.0,0.0
2016-17,202603,José Carlos,0,0.0,0.0,6.0,6.0,0.0,0.0
2016-17,178747,José Gayà,0,1.0,2.0,27.0,24.0,0.0,0.0
2016-17,53415,José Manuel Jurado,0,3.0,3.0,31.0,27.0,0.0,0.0
2016-17,188398,José María Giménez,0,0.0,0.0,17.0,12.0,0.0,0.0
2016-17,116863,José Rodríguez,0,0.0,0.0,6.0,6.0,0.0,0.0
2016-17,130213,José Ángel,0,0.0,1.0,7.0,7.0,0.0,0.0
2016-17,182675,Jozabed,0,2.0,2.0,19.0,12.0,0.0,0.0
2016-17,176399,João Cancelo,0,1.0,4.0,35.0,27.0,0.0,0.0
2016-17,227196,Juan Moreno,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,218563,Juan Pérez,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,141661,Juan Rafael Fuentes,0,0.0,1.0,17.0,16.0,0.0,0.0
2016-17,241966,Juan Rodríguez,0,0.0,0.0,4.0,2.0,0.0,0.0
2016-17,250680,Juanan Entrena,0,0.0,0.0,3.0,1.0,0.0,0.0
2016-17,108619,Juanfran,0,0.0,6.0,34.0,34.0,0.0,0.0
2016-17,53416,Juanfran,0,0.0,2.0,23.0,21.0,0.0,0.0
2016-17,152631,Juankar,0,2.0,4.0,28.0,23.0,0.0,0.0
2016-17,143643,Juanmi,0,11.0,0.0,35.0,19.0,0.0,0.0
2016-17,207279,Juanpi,0,2.0,0.0,22.0,16.0,0.0,0.0
2016-17,227724,Julen López,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,206153,Jérémie Boga,0,2.0,1.0,26.0,14.0,0.0,0.0
2016-17,84617,Jérémy Mathieu,0,1.0,0.0,14.0,13.0,0.0,0.0
2016-17,46858,Karim Benzema,0,11.0,5.0,29.0,23.0,0.0,0.0
2016-17,250676,Keidi Bare,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,131765,Keko,0,0.0,3.0,22.0,13.0,0.0,0.0
2016-17,208027,Kenan Kodro,0,7.0,1.0,28.0,17.0,0.0,0.0
2016-17,169532,Kepa Arrizabalaga,0,0.0,0.0,23.0,23.0,0.0,0.0
2016-17,101468,Kevin Gameiro,0,12.0,5.0,31.0,21.0,0.0,0.0
2016-17,66880,Kevin-Prince Boateng,0,10.0,4.0,28.0,25.0,0.0,0.0
2016-17,73247,Keylor Navas,0,0.0,0.0,27.0,27.0,0.0,0.0
2016-17,87703,Kiko Casilla,0,0.0,0.0,11.0,11.0,0.0,0.0
2016-17,125749,Kiko Femenía,0,0.0,2.0,31.0,28.0,0.0,0.0
2016-17,140791,Koke,0,4.0,8.0,36.0,36.0,0.0,0.0
2016-17,250658,Kuki Zalazar,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,173614,Kévin Rodrigues,0,0.0,0.0,2.0,1.0,0.0,0.0
2016-17,124859,Lacina Traoré,0,2.0,0.0,8.0,5.0,0.0,0.0
2016-17,114162,Laure,0,0.0,0.0,7.0,4.0,0.0,0.0
2016-17,152507,Lazo,0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,195339,Leo Suárez,0,0.0,0.0,3.0,0.0,0.0,0.0
2016-17,121024,Lillo,0,0.0,0.0,25.0,24.0,0.0,0.0
2016-17,45843,Lionel Messi,0,37.0,9.0,34.0,32.0,0.0,0.0
2016-17,160115,Lucas Digne,0,0.0,0.0,17.0,14.0,0.0,0.0
2016-17,196200,Lucas Hernández,0,0.0,0.0,15.0,13.0,0.0,0.0
2016-17,174967,Lucas Vázquez,0,2.0,7.0,33.0,12.0,0.0,0.0
2016-17,190483,Luciano,0,4.0,2.0,25.0,11.0,0.0,0.0
2016-17,168277,Luciano Vietto,0,6.0,3.0,21.0,14.0,0.0,0.0
2016-17,136291,Luis Hernández,0,1.0,1.0,19.0,19.0,0.0,0.0
2016-17,179292,Luis Muñoz,0,0.0,0.0,6.0,5.0,0.0,0.0
