Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Ligue 1,2018-10-28,Marseille,Paris Saint-Germain,0,2,A,2018-19
Ligue 1,2018-10-28,Stade Rennais,Stade de Reims,0,2,A,2018-19
Ligue 1,2018-11-02,Paris Saint-Germain,Lille,2,1,H,2018-19
Ligue 1,2018-11-03,Caen,Stade Rennais,1,2,A,2018-19
Ligue 1,2018-11-03,Dijon FCO,Nimes,0,4,A,2018-19
Ligue 1,2018-11-03,Lyon,Bordeaux,1,1,D,2018-19
Ligue 1,2018-11-03,Nice,SC Amiens,1,0,H,2018-19
Ligue 1,2018-11-03,Stade de Reims,AS Monaco,1,0,H,2018-19
Ligue 1,2018-11-03,Strasbourg,Toulouse,1,1,D,2018-19
Ligue 1,2018-11-04,Montpellier,Marseille,3,0,H,2018-19
Ligue 1,2018-11-04,Nantes,Guingamp,5,0,H,2018-19
Ligue 1,2018-11-04,Saint-Étienne,Angers,4,3,H,2018-19
Ligue 1,2018-11-09,Lille,Strasbourg,0,0,D,2018-19
Ligue 1,2018-11-10,Angers,Montpellier,1,0,H,2018-19
Ligue 1,2018-11-10,Guingamp,Lyon,2,4,A,2018-19
Ligue 1,2018-11-10,Nimes,Nice,0,1,A,2018-19
Ligue 1,2018-11-10,Saint-Étienne,Stade de Reims,2,0,H,2018-19
Ligue 1,2018-11-10,Toulouse,SC Amiens,0,1,A,2018-19
Ligue 1,2018-11-11,AS Monaco,Paris Saint-Germain,0,4,A,2018-19
Ligue 1,2018-11-11,Bordeaux,Caen,0,0,D,2018-19
Ligue 1,2018-11-11,Marseille,Dijon FCO,2,0,H,2018-19
Ligue 1,2018-11-11,Stade Rennais,Nantes,1,1,D,2018-19
Ligue 1,2018-11-23,Lyon,Saint-Étienne,1,0,H,2018-19
Ligue 1,2018-11-24,Caen,AS Monaco,0,1,A,2018-19
Ligue 1,2018-11-24,Dijon FCO,Bordeaux,0,0,D,2018-19
Ligue 1,2018-11-24,Nantes,Angers,1,1,D,2018-19
Ligue 1,2018-11-24,Paris Saint-Germain,Toulouse,1,0,H,2018-19
Ligue 1,2018-11-24,Stade de Reims,Guingamp,2,1,H,2018-19
Ligue 1,2018-11-24,Strasbourg,Nimes,0,1,A,2018-19
Ligue 1,2018-11-25,Montpellier,Stade Rennais,2,2,D,2018-19
Ligue 1,2018-11-25,Nice,Lille,2,0,H,2018-19
Ligue 1,2018-11-25,SC Amiens,Marseille,1,3,A,2018-19
Ligue 1,2018-11-30,Saint-Étienne,Nantes,3,0,H,2018-19
Ligue 1,2018-12-01,AS Monaco,Montpellier,1,2,A,2018-19
Ligue 1,2018-12-01,Angers,Caen,1,1,D,2018-19
Ligue 1,2018-12-01,Guingamp,Nice,0,0,D,2018-19
Ligue 1,2018-12-01,Lille,Lyon,2,2,D,2018-19
Ligue 1,2018-12-01,Nimes,SC Amiens,3,0,H,2018-19
Ligue 1,2018-12-02,Bordeaux,Paris Saint-Germain,2,2,D,2018-19
Ligue 1,2018-12-02,Marseille,Stade de Reims,0,0,D,2018-19
Ligue 1,2018-12-02,Stade Rennais,Strasbourg,1,4,A,2018-19
Ligue 1,2018-12-02,Toulouse,Dijon FCO,2,2,D,2018-19
Ligue 1,2018-12-04,Montpellier,Lille,0,1,A,2018-19
Ligue 1,2018-12-04,Nice,Angers,0,0,D,2018-19
Ligue 1,2018-12-04,SC Amiens,AS Monaco,0,2,A,2018-19
Ligue 1,2018-12-05,Bordeaux,Saint-Étienne,3,2,H,2018-19
Ligue 1,2018-12-05,Caen,Nimes,1,2,A,2018-19
Ligue 1,2018-12-05,Dijon FCO,Guingamp,2,1,H,2018-19
Ligue 1,2018-12-05,Lyon,Stade Rennais,0,2,A,2018-19
Ligue 1,2018-12-05,Nantes,Marseille,3,2,H,2018-19
Ligue 1,2018-12-05,Stade de Reims,Toulouse,0,1,A,2018-19
Ligue 1,2018-12-05,Strasbourg,Paris Saint-Germain,1,1,D,2018-19
Ligue 1,2018-12-08,Guingamp,SC Amiens,1,2,A,2018-19
Ligue 1,2018-12-08,Stade Rennais,Dijon FCO,2,0,H,2018-19
Ligue 1,2018-12-09,Lille,Stade de Reims,1,1,D,2018-19
Ligue 1,2018-12-09,Strasbourg,Caen,2,2,D,2018-19
Ligue 1,2018-12-15,Stade de Reims,Strasbourg,2,1,H,2018-19
Ligue 1,2018-12-16,Lyon,AS Monaco,3,0,H,2018-19
Ligue 1,2018-12-16,Nice,Saint-Étienne,1,1,D,2018-19
Ligue 1,2018-12-16,Nimes,Lille,2,3,A,2018-19
Ligue 1,2018-12-18,Caen,Toulouse,2,1,H,2018-19
Ligue 1,2018-12-22,AS Monaco,Guingamp,0,2,A,2018-19
Ligue 1,2018-12-22,Angers,Marseille,1,1,D,2018-19
Ligue 1,2018-12-22,Lille,Toulouse,1,2,A,2018-19
Ligue 1,2018-12-22,Montpellier,Lyon,1,1,D,2018-19
Ligue 1,2018-12-22,Paris Saint-Germain,Nantes,1,0,H,2018-19
Ligue 1,2018-12-22,Saint-Étienne,Dijon FCO,3,0,H,2018-19
Ligue 1,2018-12-22,Stade Rennais,Nimes,4,0,H,2018-19
Ligue 1,2018-12-22,Stade de Reims,Caen,2,2,D,2018-19
Ligue 1,2018-12-22,Strasbourg,Nice,2,0,H,2018-19
Ligue 1,2018-12-23,Bordeaux,SC Amiens,1,1,D,2018-19
Ligue 1,2019-01-08,Nantes,Montpellier,2,0,H,2018-19
Ligue 1,2019-01-08,SC Amiens,Angers,0,0,D,2018-19
Ligue 1,2019-01-11,Caen,Lille,1,3,A,2018-19
Ligue 1,2019-01-11,Lyon,Stade de Reims,1,1,D,2018-19
Ligue 1,2019-01-12,Guingamp,Saint-Étienne,0,1,A,2018-19
Ligue 1,2019-01-12,Nice,Bordeaux,1,0,H,2018-19
Ligue 1,2019-01-12,SC Amiens,Paris Saint-Germain,0,3,A,2018-19
Ligue 1,2019-01-13,Dijon FCO,Montpellier,1,1,D,2018-19
Ligue 1,2019-01-13,Marseille,AS Monaco,1,1,D,2018-19
Ligue 1,2019-01-13,Nantes,Stade Rennais,0,1,A,2018-19
Ligue 1,2019-01-13,Toulouse,Strasbourg,1,2,A,2018-19
Ligue 1,2019-01-15,Angers,Bordeaux,1,2,A,2018-19
Ligue 1,2019-01-16,AS Monaco,Nice,1,1,D,2018-19
Ligue 1,2019-01-16,Guingamp,Stade Rennais,2,1,H,2018-19
Ligue 1,2019-01-16,Nimes,Nantes,1,0,H,2018-19
Ligue 1,2019-01-16,Saint-Étienne,Marseille,2,1,H,2018-19
Ligue 1,2019-01-16,Toulouse,Lyon,2,2,D,2018-19
Ligue 1,2019-01-18,Lille,SC Amiens,2,1,H,2018-19
Ligue 1,2019-01-19,AS Monaco,Strasbourg,1,5,A,2018-19
Ligue 1,2019-01-19,Nimes,Toulouse,0,1,A,2018-19
Ligue 1,2019-01-19,Paris Saint-Germain,Guingamp,9,0,H,2018-19
Ligue 1,2019-01-19,Stade de Reims,Nice,1,1,D,2018-19
Ligue 1,2019-01-20,Angers,Nantes,1,0,H,2018-19
Ligue 1,2019-01-20,Bordeaux,Dijon FCO,1,0,H,2018-19
Ligue 1,2019-01-20,Caen,Marseille,0,1,A,2018-19
Ligue 1,2019-01-20,Saint-Étienne,Lyon,1,2,A,2018-19
Ligue 1,2019-01-20,Stade Rennais,Montpellier,0,0,D,2018-19
Ligue 1,2019-01-23,Nimes,Angers,3,1,H,2018-19
Ligue 1,2019-01-25,Marseille,Lille,1,2,A,2018-19
Ligue 1,2019-01-26,Dijon FCO,AS Monaco,2,0,H,2018-19
Ligue 1,2019-01-26,Guingamp,Stade de Reims,0,1,A,2018-19
Ligue 1,2019-01-26,Nice,Nimes,2,0,H,2018-19
Ligue 1,2019-01-26,Strasbourg,Bordeaux,1,0,H,2018-19
Ligue 1,2019-01-27,Montpellier,Caen,2,0,H,2018-19
Ligue 1,2019-01-27,Paris Saint-Germain,Stade Rennais,4,1,H,2018-19
Ligue 1,2019-01-27,SC Amiens,Lyon,0,1,A,2018-19
Ligue 1,2019-01-27,Toulouse,Angers,0,0,D,2018-19
Ligue 1,2019-01-30,Nantes,Saint-Étienne,1,1,D,2018-19
Ligue 1,2019-02-01,Lille,Nice,4,0,H,2018-19
Ligue 1,2019-02-02,AS Monaco,Toulouse,2,1,H,2018-19
Ligue 1,2019-02-02,Angers,Dijon FCO,1,0,H,2018-19
Ligue 1,2019-02-02,Stade Rennais,SC Amiens,1,0,H,2018-19
Ligue 1,2019-02-02,Stade de Reims,Marseille,2,1,H,2018-19
Ligue 1,2019-02-03,Lyon,Paris Saint-Germain,2,1,H,2018-19
Ligue 1,2019-02-03,Nimes,Montpellier,1,1,D,2018-19
Ligue 1,2019-02-05,Marseille,Bordeaux,1,0,H,2018-19
Ligue 1,2019-02-08,Dijon FCO,Marseille,1,2,A,2018-19
Ligue 1,2019-02-09,Paris Saint-Germain,Bordeaux,1,0,H,2018-19
Ligue 1,2019-02-09,SC Amiens,Caen,1,0,H,2018-19
Ligue 1,2019-02-09,Strasbourg,Angers,1,2,A,2018-19
Ligue 1,2019-02-10,Guingamp,Lille,0,2,A,2018-19
Ligue 1,2019-02-10,Montpellier,AS Monaco,2,2,D,2018-19
Ligue 1,2019-02-10,Nantes,Nimes,2,4,A,2018-19
Ligue 1,2019-02-10,Nice,Lyon,1,0,H,2018-19
Ligue 1,2019-02-10,Stade Rennais,Saint-Étienne,3,0,H,2018-19
Ligue 1,2019-02-10,Toulouse,Stade de Reims,1,1,D,2018-19
Ligue 1,2019-02-13,Caen,Nantes,0,1,A,2018-19
Ligue 1,2019-02-13,Saint-Étienne,Strasbourg,2,1,H,2018-19
Ligue 1,2019-02-15,Lyon,Guingamp,2,1,H,2018-19
Ligue 1,2019-02-15,Nimes,Dijon FCO,2,0,H,2018-19
Ligue 1,2019-02-16,AS Monaco,Nantes,1,0,H,2018-19
Ligue 1,2019-02-16,Angers,Nice,3,0,H,2018-19
Ligue 1,2019-02-16,Marseille,SC Amiens,2,0,H,2018-19
Ligue 1,2019-02-17,Bordeaux,Toulouse,2,1,H,2018-19
Ligue 1,2019-02-17,Caen,Strasbourg,0,0,D,2018-19
Ligue 1,2019-02-17,Lille,Montpellier,0,0,D,2018-19
Ligue 1,2019-02-17,Saint-Étienne,Paris Saint-Germain,0,1,A,2018-19
Ligue 1,2019-02-17,Stade de Reims,Stade Rennais,2,0,H,2018-19
Ligue 1,2019-02-20,Bordeaux,Guingamp,0,0,D,2018-19
Ligue 1,2019-02-20,Paris Saint-Germain,Montpellier,5,1,H,2018-19
Ligue 1,2019-02-22,Dijon FCO,Saint-Étienne,0,1,A,2018-19
Ligue 1,2019-02-22,Strasbourg,Lille,1,1,D,2018-19
Ligue 1,2019-02-23,Guingamp,Angers,1,0,H,2018-19
Ligue 1,2019-02-23,Paris Saint-Germain,Nimes,3,0,H,2018-19
Ligue 1,2019-02-23,SC Amiens,Nice,1,0,H,2018-19
Ligue 1,2019-02-24,AS Monaco,Lyon,2,0,H,2018-19
Ligue 1,2019-02-24,Montpellier,Stade de Reims,2,4,A,2018-19
Ligue 1,2019-02-24,Nantes,Bordeaux,1,0,H,2018-19
Ligue 1,2019-02-24,Stade Rennais,Marseille,1,1,D,2018-19
Ligue 1,2019-02-24,Toulouse,Caen,1,1,D,2018-19
Ligue 1,2019-03-02,Angers,AS Monaco,2,2,D,2018-19
Ligue 1,2019-03-02,Caen,Paris Saint-Germain,1,2,A,2018-19
Ligue 1,2019-03-02,Stade de Reims,SC Amiens,2,2,D,2018-19
Ligue 1,2019-03-03,Guingamp,Nantes,0,0,D,2018-19
Ligue 1,2019-03-03,Lille,Dijon FCO,1,0,H,2018-19
Ligue 1,2019-03-03,Lyon,Toulouse,5,1,H,2018-19
Ligue 1,2019-03-03,Marseille,Saint-Étienne,2,0,H,2018-19
Ligue 1,2019-03-03,Nice,Strasbourg,1,0,H,2018-19
Ligue 1,2019-03-05,Bordeaux,Montpellier,1,2,A,2018-19
Ligue 1,2019-03-09,AS Monaco,Bordeaux,1,1,D,2018-19
Ligue 1,2019-03-09,Dijon FCO,Stade de Reims,1,1,D,2018-19
Ligue 1,2019-03-09,SC Amiens,Nimes,2,1,H,2018-19
Ligue 1,2019-03-09,Strasbourg,Lyon,2,2,D,2018-19
Ligue 1,2019-03-10,Marseille,Nice,1,0,H,2018-19
Ligue 1,2019-03-10,Montpellier,Angers,2,2,D,2018-19
Ligue 1,2019-03-10,Saint-Étienne,Lille,0,1,A,2018-19
Ligue 1,2019-03-10,Stade Rennais,Caen,3,1,H,2018-19
Ligue 1,2019-03-10,Toulouse,Guingamp,1,0,H,2018-19
Ligue 1,2019-03-12,Dijon FCO,Paris Saint-Germain,0,4,A,2018-19
Ligue 1,2019-03-15,Lille,AS Monaco,0,1,A,2018-19
Ligue 1,2019-03-15,Nice,Toulouse,1,1,D,2018-19
Ligue 1,2019-03-16,Angers,SC Amiens,0,0,D,2018-19
Ligue 1,2019-03-16,Caen,Saint-Étienne,0,5,A,2018-19
Ligue 1,2019-03-16,Guingamp,Dijon FCO,1,0,H,2018-19
Ligue 1,2019-03-16,Nimes,Strasbourg,2,2,D,2018-19
Ligue 1,2019-03-17,Bordeaux,Stade Rennais,1,1,D,2018-19
Ligue 1,2019-03-17,Lyon,Montpellier,3,2,H,2018-19
Ligue 1,2019-03-17,Paris Saint-Germain,Marseille,3,1,H,2018-19
Ligue 1,2019-03-17,Stade de Reims,Nantes,1,0,H,2018-19
Ligue 1,2019-03-29,Stade Rennais,Lyon,0,1,A,2018-19
Ligue 1,2019-03-30,Marseille,Angers,2,2,D,2018-19
Ligue 1,2019-03-31,AS Monaco,Caen,0,1,A,2018-19
Ligue 1,2019-03-31,Dijon FCO,Nice,0,1,A,2018-19
Ligue 1,2019-03-31,Nantes,Lille,2,3,A,2018-19
Ligue 1,2019-03-31,SC Amiens,Bordeaux,0,0,D,2018-19
Ligue 1,2019-03-31,Toulouse,Paris Saint-Germain,0,1,A,2018-19
Ligue 1,2019-04-01,Saint-Étienne,Nimes,2,1,H,2018-19
Ligue 1,2019-04-03,Montpellier,Guingamp,2,0,H,2018-19
Ligue 1,2019-04-03,Strasbourg,Stade de Reims,4,0,H,2018-19
Ligue 1,2019-04-05,Bordeaux,Marseille,2,0,H,2018-19
Ligue 1,2019-04-06,Angers,Stade Rennais,3,3,D,2018-19
Ligue 1,2019-04-06,Guingamp,AS Monaco,1,1,D,2018-19
Ligue 1,2019-04-06,Lyon,Dijon FCO,1,3,A,2018-19
Ligue 1,2019-04-06,Nimes,Caen,2,0,H,2018-19
Ligue 1,2019-04-06,SC Amiens,Saint-Étienne,2,2,D,2018-19
Ligue 1,2019-04-07,Nice,Montpellier,1,0,H,2018-19
Ligue 1,2019-04-07,Paris Saint-Germain,Strasbourg,2,2,D,2018-19
Ligue 1,2019-04-07,Stade de Reims,Lille,1,1,D,2018-19
Ligue 1,2019-04-07,Toulouse,Nantes,1,0,H,2018-19
Ligue 1,2019-04-09,Nimes,Stade Rennais,3,1,H,2018-19
Ligue 1,2019-04-12,Dijon FCO,SC Amiens,0,0,D,2018-19
Ligue 1,2019-04-12,Nantes,Lyon,2,1,H,2018-19
Ligue 1,2019-04-13,AS Monaco,Stade de Reims,0,0,D,2018-19
Ligue 1,2019-04-13,Caen,Angers,0,1,A,2018-19
Ligue 1,2019-04-13,Marseille,Nimes,2,1,H,2018-19
Ligue 1,2019-04-13,Strasbourg,Guingamp,3,3,D,2018-19
Ligue 1,2019-04-14,Lille,Paris Saint-Germain,5,1,H,2018-19
Ligue 1,2019-04-14,Montpellier,Toulouse,2,1,H,2018-19
Ligue 1,2019-04-14,Saint-Étienne,Bordeaux,3,0,H,2018-19
Ligue 1,2019-04-14,Stade Rennais,Nice,0,0,D,2018-19
Ligue 1,2019-04-17,Nantes,Paris Saint-Germain,3,2,H,2018-19
Ligue 1,2019-04-19,Dijon FCO,Stade Rennais,3,2,H,2018-19
Ligue 1,2019-04-19,Lyon,Angers,2,1,H,2018-19
Ligue 1,2019-04-20,Guingamp,Marseille,1,3,A,2018-19
Ligue 1,2019-04-20,Nice,Caen,0,1,A,2018-19
Ligue 1,2019-04-20,Nimes,Bordeaux,2,1,H,2018-19
Ligue 1,2019-04-20,Strasbourg,Montpellier,1,3,A,2018-19
Ligue 1,2019-04-21,Nantes,SC Amiens,3,2,H,2018-19
Ligue 1,2019-04-21,Paris Saint-Germain,AS Monaco,3,1,H,2018-19
Ligue 1,2019-04-21,Stade de Reims,Saint-Étienne,0,2,A,2018-19
Ligue 1,2019-04-21,Toulouse,Lille,0,0,D,2018-19
Ligue 1,2019-04-26,Bordeaux,Lyon,2,3,A,2018-19
Ligue 1,2019-04-28,Angers,Stade de Reims,1,1,D,2018-19
Ligue 1,2019-04-28,Caen,Dijon FCO,1,0,H,2018-19
Ligue 1,2019-04-28,Lille,Nimes,5,0,H,2018-19
Ligue 1,2019-04-28,Marseille,Nantes,1,2,A,2018-19
Ligue 1,2019-04-28,Nice,Guingamp,3,0,H,2018-19
Ligue 1,2019-04-28,SC Amiens,Strasbourg,0,0,D,2018-19
Ligue 1,2019-04-28,Saint-Étienne,Toulouse,2,0,H,2018-19
Ligue 1,2019-04-30,Montpellier,Paris Saint-Germain,3,2,H,2018-19
Ligue 1,2019-05-01,Stade Rennais,AS Monaco,2,2,D,2018-19
Ligue 1,2019-05-03,Strasbourg,Marseille,1,1,D,2018-19
Ligue 1,2019-05-04,Bordeaux,Angers,0,1,A,2018-19
Ligue 1,2019-05-04,Guingamp,Caen,0,0,D,2018-19
Ligue 1,2019-05-04,Paris Saint-Germain,Nice,1,1,D,2018-19
Ligue 1,2019-05-04,Stade de Reims,Nimes,0,3,A,2018-19
Ligue 1,2019-05-05,AS Monaco,Saint-Étienne,2,3,A,2018-19
Ligue 1,2019-05-05,Lyon,Lille,2,2,D,2018-19
Ligue 1,2019-05-05,Montpellier,SC Amiens,1,1,D,2018-19
Ligue 1,2019-05-05,Nantes,Dijon FCO,3,0,H,2018-19
Ligue 1,2019-05-05,Toulouse,Stade Rennais,2,2,D,2018-19
Ligue 1,2019-05-10,Saint-Étienne,Montpellier,0,1,A,2018-19
Ligue 1,2019-05-11,Angers,Paris Saint-Germain,1,2,A,2018-19
Ligue 1,2019-05-11,Caen,Stade de Reims,3,2,H,2018-19
Ligue 1,2019-05-11,Dijon FCO,Strasbourg,2,1,H,2018-19
Ligue 1,2019-05-11,Nice,Nantes,1,1,D,2018-19
Ligue 1,2019-05-11,Nimes,AS Monaco,1,0,H,2018-19
Ligue 1,2019-05-11,SC Amiens,Toulouse,0,0,D,2018-19
Ligue 1,2019-05-12,Lille,Bordeaux,1,0,H,2018-19
Ligue 1,2019-05-12,Marseille,Lyon,0,3,A,2018-19
Ligue 1,2019-05-12,Stade Rennais,Guingamp,1,1,D,2018-19
Ligue 1,2019-05-18,AS Monaco,SC Amiens,2,0,H,2018-19
Ligue 1,2019-05-18,Bordeaux,Stade de Reims,0,1,A,2018-19
Ligue 1,2019-05-18,Guingamp,Nimes,2,2,D,2018-19
Ligue 1,2019-05-18,Lille,Angers,5,0,H,2018-19
Ligue 1,2019-05-18,Lyon,Caen,4,0,H,2018-19
Ligue 1,2019-05-18,Montpellier,Nantes,1,1,D,2018-19
Ligue 1,2019-05-18,Paris Saint-Germain,Dijon FCO,4,0,H,2018-19
Ligue 1,2019-05-18,Saint-Étienne,Nice,3,0,H,2018-19
Ligue 1,2019-05-18,Strasbourg,Stade Rennais,0,2,A,2018-19
Ligue 1,2019-05-18,Toulouse,Marseille,2,5,A,2018-19
Ligue 1,2019-05-21,Paris FC,Lens,1,1,D,2018-19
Ligue 1,2019-05-24,Angers,Saint-Étienne,1,1,D,2018-19
Ligue 1,2019-05-24,Caen,Bordeaux,0,1,A,2018-19
Ligue 1,2019-05-24,Dijon FCO,Toulouse,2,1,H,2018-19
Ligue 1,2019-05-24,Marseille,Montpellier,1,0,H,2018-19
Ligue 1,2019-05-24,Nantes,Strasbourg,0,1,A,2018-19
Ligue 1,2019-05-24,Nice,AS Monaco,2,0,H,2018-19
Ligue 1,2019-05-24,Nimes,Lyon,2,3,A,2018-19
Ligue 1,2019-05-24,SC Amiens,Guingamp,2,1,H,2018-19
Ligue 1,2019-05-24,Stade Rennais,Lille,3,1,H,2018-19
Ligue 1,2019-05-24,Stade de Reims,Paris Saint-Germain,3,1,H,2018-19
Ligue 1,2019-05-24,Troyes,Lens,1,2,A,2018-19
Ligue 1,2019-05-30,Lens,Dijon FCO,1,1,D,2018-19
Ligue 1,2019-06-02,Dijon FCO,Lens,3,1,H,2018-19
Ligue 1,2019-08-09,AS Monaco,Lyon,0,3,A,2019-20
Ligue 1,2019-08-10,Angers,Bordeaux,3,1,H,2019-20
Ligue 1,2019-08-10,Brest,Toulouse,1,1,D,2019-20
Ligue 1,2019-08-10,Dijon FCO,Saint-Étienne,1,2,A,2019-20
Ligue 1,2019-08-10,Marseille,Stade de Reims,0,2,A,2019-20
Ligue 1,2019-08-10,Montpellier,Stade Rennais,0,1,A,2019-20
Ligue 1,2019-08-10,Nice,SC Amiens,2,1,H,2019-20
Ligue 1,2019-08-11,Lille,Nantes,2,1,H,2019-20
Ligue 1,2019-08-11,Paris Saint-Germain,Nimes,3,0,H,2019-20
Ligue 1,2019-08-11,Strasbourg,Metz,1,1,D,2019-20
Ligue 1,2019-08-16,Lyon,Angers,6,0,H,2019-20
Ligue 1,2019-08-17,Bordeaux,Montpellier,1,1,D,2019-20
Ligue 1,2019-08-17,Metz,AS Monaco,3,0,H,2019-20
Ligue 1,2019-08-17,Nantes,Marseille,0,0,D,2019-20
Ligue 1,2019-08-17,Nimes,Nice,1,2,A,2019-20
Ligue 1,2019-08-17,SC Amiens,Lille,1,0,H,2019-20
Ligue 1,2019-08-17,Toulouse,Dijon FCO,1,0,H,2019-20
Ligue 1,2019-08-18,Saint-Étienne,Brest,1,1,D,2019-20
Ligue 1,2019-08-18,Stade Rennais,Paris Saint-Germain,2,1,H,2019-20
Ligue 1,2019-08-18,Stade de Reims,Strasbourg,0,0,D,2019-20
Ligue 1,2019-08-24,Angers,Metz,3,0,H,2019-20
Ligue 1,2019-08-24,Brest,Stade de Reims,1,0,H,2019-20
Ligue 1,2019-08-24,Dijon FCO,Bordeaux,0,2,A,2019-20
Ligue 1,2019-08-24,SC Amiens,Nantes,1,2,A,2019-20
Ligue 1,2019-08-25,AS Monaco,Nimes,2,2,D,2019-20
Ligue 1,2019-08-25,Paris Saint-Germain,Toulouse,4,0,H,2019-20
Ligue 1,2019-08-25,Strasbourg,Stade Rennais,0,2,A,2019-20
Ligue 1,2019-08-27,Montpellier,Lyon,1,0,H,2019-20
Ligue 1,2019-08-28,Lille,Saint-Étienne,3,0,H,2019-20
Ligue 1,2019-08-28,Nice,Marseille,1,2,A,2019-20
Ligue 1,2019-08-30,Metz,Paris Saint-Germain,0,2,A,2019-20
Ligue 1,2019-08-31,Angers,Dijon FCO,2,0,H,2019-20
Ligue 1,2019-08-31,Lyon,Bordeaux,1,1,D,2019-20
Ligue 1,2019-08-31,Nantes,Montpellier,1,0,H,2019-20
Ligue 1,2019-08-31,Nimes,Brest,3,0,H,2019-20
Ligue 1,2019-08-31,Toulouse,SC Amiens,2,0,H,2019-20
Ligue 1,2019-09-01,Marseille,Saint-Étienne,1,0,H,2019-20
Ligue 1,2019-09-01,Stade Rennais,Nice,1,2,A,2019-20
Ligue 1,2019-09-01,Stade de Reims,Lille,2,0,H,2019-20
Ligue 1,2019-09-01,Strasbourg,AS Monaco,2,2,D,2019-20
Ligue 1,2019-09-13,Lille,Angers,2,1,H,2019-20
Ligue 1,2019-09-13,SC Amiens,Lyon,2,2,D,2019-20
Ligue 1,2019-09-14,Bordeaux,Metz,2,0,H,2019-20
Ligue 1,2019-09-14,Brest,Stade Rennais,0,0,D,2019-20
Ligue 1,2019-09-14,Dijon FCO,Nimes,0,0,D,2019-20
Ligue 1,2019-09-14,Montpellier,Nice,2,1,H,2019-20
Ligue 1,2019-09-14,Paris Saint-Germain,Strasbourg,1,0,H,2019-20
Ligue 1,2019-09-15,AS Monaco,Marseille,3,4,A,2019-20
Ligue 1,2019-09-15,Nantes,Stade de Reims,1,0,H,2019-20
Ligue 1,2019-09-15,Saint-Étienne,Toulouse,2,2,D,2019-20
Ligue 1,2019-09-20,Strasbourg,Nantes,2,1,H,2019-20
Ligue 1,2019-09-21,Bordeaux,Brest,2,2,D,2019-20
Ligue 1,2019-09-21,Marseille,Montpellier,1,1,D,2019-20
Ligue 1,2019-09-21,Metz,SC Amiens,1,2,A,2019-20
Ligue 1,2019-09-21,Nice,Dijon FCO,2,1,H,2019-20
Ligue 1,2019-09-21,Nimes,Toulouse,1,0,H,2019-20
Ligue 1,2019-09-21,Stade de Reims,AS Monaco,0,0,D,2019-20
Ligue 1,2019-09-22,Angers,Saint-Étienne,4,1,H,2019-20
Ligue 1,2019-09-22,Lyon,Paris Saint-Germain,0,1,A,2019-20
Ligue 1,2019-09-22,Stade Rennais,Lille,1,1,D,2019-20
Ligue 1,2019-09-24,AS Monaco,Nice,3,1,H,2019-20
Ligue 1,2019-09-24,Dijon FCO,Marseille,0,0,D,2019-20
Ligue 1,2019-09-25,Brest,Lyon,2,2,D,2019-20
Ligue 1,2019-09-25,Lille,Strasbourg,2,0,H,2019-20
Ligue 1,2019-09-25,Montpellier,Nimes,1,0,H,2019-20
Ligue 1,2019-09-25,Nantes,Stade Rennais,1,0,H,2019-20
Ligue 1,2019-09-25,Paris Saint-Germain,Stade de Reims,0,2,A,2019-20
Ligue 1,2019-09-25,SC Amiens,Bordeaux,1,3,A,2019-20
Ligue 1,2019-09-25,Saint-Étienne,Metz,0,1,A,2019-20
Ligue 1,2019-09-25,Toulouse,Angers,0,2,A,2019-20
Ligue 1,2019-09-28,AS Monaco,Brest,4,1,H,2019-20
Ligue 1,2019-09-28,Angers,SC Amiens,1,1,D,2019-20
Ligue 1,2019-09-28,Bordeaux,Paris Saint-Germain,0,1,A,2019-20
Ligue 1,2019-09-28,Lyon,Nantes,0,1,A,2019-20
Ligue 1,2019-09-28,Metz,Toulouse,2,2,D,2019-20
Ligue 1,2019-09-28,Nice,Lille,1,1,D,2019-20
Ligue 1,2019-09-28,Stade de Reims,Dijon FCO,1,2,A,2019-20
Ligue 1,2019-09-29,Marseille,Stade Rennais,1,1,D,2019-20
Ligue 1,2019-09-29,Nimes,Saint-Étienne,0,1,A,2019-20
Ligue 1,2019-09-29,Strasbourg,Montpellier,1,0,H,2019-20
Ligue 1,2019-10-04,SC Amiens,Marseille,3,1,H,2019-20
Ligue 1,2019-10-05,Brest,Metz,2,0,H,2019-20
Ligue 1,2019-10-05,Dijon FCO,Strasbourg,1,0,H,2019-20
Ligue 1,2019-10-05,Montpellier,AS Monaco,3,1,H,2019-20
Ligue 1,2019-10-05,Nantes,Nice,1,0,H,2019-20
Ligue 1,2019-10-05,Paris Saint-Germain,Angers,4,0,H,2019-20
Ligue 1,2019-10-05,Toulouse,Bordeaux,1,3,A,2019-20
Ligue 1,2019-10-06,Lille,Nimes,2,2,D,2019-20
Ligue 1,2019-10-06,Saint-Étienne,Lyon,1,0,H,2019-20
Ligue 1,2019-10-06,Stade Rennais,Stade de Reims,0,1,A,2019-20
Ligue 1,2019-10-18,Nice,Paris Saint-Germain,1,4,A,2019-20
Ligue 1,2019-10-19,Angers,Brest,0,1,A,2019-20
Ligue 1,2019-10-19,Lyon,Dijon FCO,0,0,D,2019-20
Ligue 1,2019-10-19,Metz,Nantes,1,0,H,2019-20
Ligue 1,2019-10-19,Nimes,SC Amiens,1,1,D,2019-20
